,SampleDate,CollectionTime,Analyte,Unit,Result,MDL,RL,Latitude,Longitude,Project,coordinates_x,Date,Name,Elevation (ft),ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa),coordinates_y
16,2022-07-20T00:00:00,09:07,E. coli,MPN/100 mL,14.5,-88.0,1.0,37.3802,-118.4049,Fecal indicator bacteria study in Bishop area,"(37.3802, -118.4049)",2022-07-20,Dixon Lane-M,4199,0.0,66.5,81.8,97.0,48.0,9.75,48.47,"(37.3802, -118.4049)"
17,2022-08-09T00:00:00,10:19,E. coli,MPN/100 mL,18.5,-88.0,1.0,37.3802,-118.4049,Fecal indicator bacteria study in Bishop area,"(37.3802, -118.4049)",2022-08-09,Dixon Lane-M,4199,0.0,68.0,79.5,91.1,52.1,9.09,37.8,"(37.3802, -118.4049)"
18,2022-08-17T00:00:00,09:05,E. coli,MPN/100 mL,101.2,-88.0,1.0,37.3802,-118.4049,Fecal indicator bacteria study in Bishop area,"(37.3802, -118.4049)",2022-08-17,Dixon Lane-M,4199,0.0,64.7,77.9,91.1,45.6,9.9,39.32,"(37.3802, -118.4049)"
19,2022-08-23T00:00:00,09:00,E. coli,MPN/100 mL,25.3,-88.0,1.0,37.3802,-118.4049,Fecal indicator bacteria study in Bishop area,"(37.3802, -118.4049)",2022-08-23,Dixon Lane-M,4199,0.0,64.5,81.7,99.0,38.8,11.41,55.62,"(37.3802, -118.4049)"
20,2022-08-31T00:00:00,09:42,E. coli,MPN/100 mL,29.2,-88.0,1.0,37.3802,-118.4049,Fecal indicator bacteria study in Bishop area,"(37.3802, -118.4049)",2022-08-31,Dixon Lane-M,4199,0.0,62.4,79.6,96.7,37.2,9.8,52.19,"(37.3802, -118.4049)"
21,2022-09-07T00:00:00,09:20,E. coli,MPN/100 mL,13.5,-88.0,1.0,37.3802,-118.4049,Fecal indicator bacteria study in Bishop area,"(37.3802, -118.4049)",2022-09-07,Dixon Lane-M,4199,0.0,66.1,84.0,101.8,35.7,14.16,63.39,"(37.3802, -118.4049)"
22,2022-09-13T00:00:00,10:18,E. coli,MPN/100 mL,12.2,-88.0,1.0,37.3802,-118.4049,Fecal indicator bacteria study in Bishop area,"(37.3802, -118.4049)",2022-09-13,Dixon Lane-M,4199,0.06,58.1,69.6,81.2,54.5,1.61,23.76,"(37.3802, -118.4049)"
23,2022-09-21T00:00:00,08:52,E. coli,MPN/100 mL,16.0,-88.0,1.0,37.3802,-118.4049,Fecal indicator bacteria study in Bishop area,"(37.3802, -118.4049)",2022-09-21,Dixon Lane-M,4199,0.0,52.1,64.7,77.2,34.4,6.63,25.5,"(37.3802, -118.4049)"
24,2022-09-27T00:00:00,08:50,E. coli,MPN/100 mL,10.9,-88.0,1.0,37.3802,-118.4049,Fecal indicator bacteria study in Bishop area,"(37.3802, -118.4049)",2022-09-27,Dixon Lane-M,4199,0.0,60.2,73.5,86.8,40.9,8.47,35.39,"(37.3802, -118.4049)"
25,2022-06-08T00:00:00,08:59,E. coli,MPN/100 mL,52.1,-88.0,1.0,37.3801,-118.405,Fecal indicator bacteria study in Bishop area,"(37.3801, -118.405)",2022-06-08,Dixon Lane-M,4199,0.0,53.6,73.6,93.7,29.4,7.67,49.58,"(37.3801, -118.405)"
26,2022-06-15T00:00:00,09:25,E. coli,MPN/100 mL,49.6,-88.0,1.0,37.3801,-118.405,Fecal indicator bacteria study in Bishop area,"(37.3801, -118.405)",2022-06-15,Dixon Lane-M,4199,0.0,48.2,66.5,84.8,20.1,8.31,37.58,"(37.3801, -118.405)"
27,2022-06-21T00:00:00,09:01,E. coli,MPN/100 mL,165.8,-88.0,1.0,37.3801,-118.405,Fecal indicator bacteria study in Bishop area,"(37.3801, -118.405)",2022-06-21,Dixon Lane-M,4199,0.0,46.3,64.5,82.7,25.3,5.87,33.84,"(37.3801, -118.405)"
28,2022-06-28T00:00:00,09:34,E. coli,MPN/100 mL,84.2,-88.0,1.0,37.3801,-118.405,Fecal indicator bacteria study in Bishop area,"(37.3801, -118.405)",2022-06-28,Dixon Lane-M,4199,0.0,60.4,79.0,97.6,36.2,10.47,54.56,"(37.3801, -118.405)"
29,2022-07-06T00:00:00,10:02,E. coli,MPN/100 mL,81.6,-88.0,1.0,37.3801,-118.405,Fecal indicator bacteria study in Bishop area,"(37.3801, -118.405)",2022-07-06,Dixon Lane-M,4199,0.0,56.6,73.6,90.6,39.9,6.93,41.63,"(37.3801, -118.405)"
30,2022-07-12T00:00:00,09:45,E. coli,MPN/100 mL,224.7,-88.0,1.0,37.3801,-118.405,Fecal indicator bacteria study in Bishop area,"(37.3801, -118.405)",2022-07-12,Dixon Lane-M,4199,0.0,63.2,81.3,99.5,30.0,14.17,58.26,"(37.3801, -118.405)"
31,2022-07-20T00:00:00,09:12,E. coli,MPN/100 mL,2419.6,-88.0,1.0,37.3801,-118.405,Fecal indicator bacteria study in Bishop area,"(37.3801, -118.405)",2022-07-20,Dixon Lane-M,4199,0.0,66.5,81.8,97.0,48.0,9.75,48.47,"(37.3801, -118.405)"
32,2022-08-09T00:00:00,10:30,E. coli,MPN/100 mL,36.4,-88.0,1.0,37.3801,-118.405,Fecal indicator bacteria study in Bishop area,"(37.3801, -118.405)",2022-08-09,Dixon Lane-M,4199,0.0,68.0,79.5,91.1,52.1,9.09,37.8,"(37.3801, -118.405)"
33,2022-08-17T00:00:00,09:13,E. coli,MPN/100 mL,435.2,-88.0,1.0,37.3801,-118.405,Fecal indicator bacteria study in Bishop area,"(37.3801, -118.405)",2022-08-17,Dixon Lane-M,4199,0.0,64.7,77.9,91.1,45.6,9.9,39.32,"(37.3801, -118.405)"
34,2022-08-23T00:00:00,08:56,E. coli,MPN/100 mL,143.9,-88.0,1.0,37.3801,-118.405,Fecal indicator bacteria study in Bishop area,"(37.3801, -118.405)",2022-08-23,Dixon Lane-M,4199,0.0,64.5,81.7,99.0,38.8,11.41,55.62,"(37.3801, -118.405)"
35,2022-08-31T00:00:00,09:38,E. coli,MPN/100 mL,574.8,-88.0,1.0,37.3801,-118.405,Fecal indicator bacteria study in Bishop area,"(37.3801, -118.405)",2022-08-31,Dixon Lane-M,4199,0.0,62.4,79.6,96.7,37.2,9.8,52.19,"(37.3801, -118.405)"
36,2022-09-07T00:00:00,09:14,E. coli,MPN/100 mL,1732.9,-88.0,1.0,37.3801,-118.405,Fecal indicator bacteria study in Bishop area,"(37.3801, -118.405)",2022-09-07,Dixon Lane-M,4199,0.0,66.1,84.0,101.8,35.7,14.16,63.39,"(37.3801, -118.405)"
37,2022-09-13T00:00:00,10:13,E. coli,MPN/100 mL,344.8,-88.0,1.0,37.3801,-118.405,Fecal indicator bacteria study in Bishop area,"(37.3801, -118.405)",2022-09-13,Dixon Lane-M,4199,0.06,58.1,69.6,81.2,54.5,1.61,23.76,"(37.3801, -118.405)"
38,2022-09-21T00:00:00,08:55,E. coli,MPN/100 mL,141.4,-88.0,1.0,37.3801,-118.405,Fecal indicator bacteria study in Bishop area,"(37.3801, -118.405)",2022-09-21,Dixon Lane-M,4199,0.0,52.1,64.7,77.2,34.4,6.63,25.5,"(37.3801, -118.405)"
39,2022-01-11T00:00:00,08:53,E. coli,MPN/100 mL,40.4,-88.0,1.0,37.3678,-118.3863,Fecal indicator bacteria study in Bishop area,"(37.3678, -118.3863)",2022-01-11,Bishop,4121,0.0,23.8,36.6,49.4,17.1,1.09,9.03,"(37.3678, -118.3863)"
40,2022-01-19T00:00:00,08:53,E. coli,MPN/100 mL,17.3,-88.0,1.0,37.3678,-118.3863,Fecal indicator bacteria study in Bishop area,"(37.3678, -118.3863)",2022-01-19,Bishop,4121,0.0,27.5,44.8,62.0,22.9,1.36,14.96,"(37.3678, -118.3863)"
41,2022-01-25T00:00:00,09:35,E. coli,MPN/100 mL,32.7,-88.0,1.0,37.3678,-118.3863,Fecal indicator bacteria study in Bishop area,"(37.3678, -118.3863)",2022-01-25,Bishop,4121,0.0,28.8,48.1,67.3,17.0,2.1,20.02,"(37.3678, -118.3863)"
42,2022-02-01T00:00:00,09:00,E. coli,MPN/100 mL,40.2,-88.0,1.0,37.3678,-118.3863,Fecal indicator bacteria study in Bishop area,"(37.3678, -118.3863)",2022-02-01,Bishop,4121,0.0,25.1,44.2,63.3,12.2,1.89,17.64,"(37.3678, -118.3863)"
43,2022-02-08T00:00:00,09:26,E. coli,MPN/100 mL,113.0,-88.0,1.0,37.3678,-118.3863,Fecal indicator bacteria study in Bishop area,"(37.3678, -118.3863)",2022-02-08,Bishop,4121,0.0,28.1,46.9,65.7,15.6,2.01,18.93,"(37.3678, -118.3863)"
44,2022-02-15T00:00:00,09:25,E. coli,MPN/100 mL,21.3,-88.0,1.0,37.3678,-118.3863,Fecal indicator bacteria study in Bishop area,"(37.3678, -118.3863)",2022-02-15,Bishop,4121,0.0,30.7,48.9,67.2,14.4,2.3,20.25,"(37.3678, -118.3863)"
45,2022-02-23T00:00:00,09:39,E. coli,MPN/100 mL,25.6,-88.0,1.0,37.3678,-118.3863,Fecal indicator bacteria study in Bishop area,"(37.3678, -118.3863)",2022-02-23,Bishop,4121,0.0,23.0,35.7,48.4,6.2,1.94,10.18,"(37.3678, -118.3863)"
46,2022-03-01T00:00:00,12:45,E. coli,MPN/100 mL,5.2,-88.0,1.0,37.3678,-118.3863,Fecal indicator bacteria study in Bishop area,"(37.3678, -118.3863)",2022-03-01,Bishop,4121,0.0,27.4,49.9,72.5,9.2,2.19,25.31,"(37.3678, -118.3863)"
47,2022-03-08T00:00:00,09:07,E. coli,MPN/100 mL,32.3,-88.0,1.0,37.3678,-118.3863,Fecal indicator bacteria study in Bishop area,"(37.3678, -118.3863)",2022-03-08,Bishop,4121,0.0,27.4,41.2,54.9,6.3,2.66,13.65,"(37.3678, -118.3863)"
48,2022-03-15T00:00:00,09:52,E. coli,MPN/100 mL,82.3,-88.0,1.0,37.3678,-118.3863,Fecal indicator bacteria study in Bishop area,"(37.3678, -118.3863)",2022-03-15,Bishop,4121,0.0,31.9,50.8,69.7,16.4,2.81,22.3,"(37.3678, -118.3863)"
49,2022-03-22T00:00:00,09:46,E. coli,MPN/100 mL,127.4,-88.0,1.0,37.3678,-118.3863,Fecal indicator bacteria study in Bishop area,"(37.3678, -118.3863)",2022-03-22,Bishop,4121,0.0,40.3,55.9,71.6,23.8,5.21,21.99,"(37.3678, -118.3863)"
50,2022-03-30T00:00:00,09:30,E. coli,MPN/100 mL,36.9,-88.0,1.0,37.3678,-118.3863,Fecal indicator bacteria study in Bishop area,"(37.3678, -118.3863)",2022-03-30,Bishop,4121,0.0,37.8,51.0,64.2,34.0,0.51,14.1,"(37.3678, -118.3863)"
51,2022-04-05T00:00:00,10:08,E. coli,MPN/100 mL,261.3,-88.0,1.0,37.3678,-118.3863,Fecal indicator bacteria study in Bishop area,"(37.3678, -118.3863)",2022-04-05,Bishop,4121,0.0,36.8,58.7,80.6,24.6,2.85,31.32,"(37.3678, -118.3863)"
52,2022-04-12T00:00:00,10:00,E. coli,MPN/100 mL,83.9,-88.0,1.0,37.3678,-118.3863,Fecal indicator bacteria study in Bishop area,"(37.3678, -118.3863)",2022-04-12,Bishop,4121,0.0,27.9,48.1,68.4,14.8,3.15,19.76,"(37.3678, -118.3863)"
53,2022-04-20T00:00:00,09:10,E. coli,MPN/100 mL,201.4,-88.0,1.0,37.3678,-118.3863,Fecal indicator bacteria study in Bishop area,"(37.3678, -118.3863)",2022-04-20,Bishop,4121,0.0,37.0,54.9,72.8,18.8,2.53,24.64,"(37.3678, -118.3863)"
54,2022-04-26T00:00:00,09:43,E. coli,MPN/100 mL,122.3,-88.0,1.0,37.3678,-118.3863,Fecal indicator bacteria study in Bishop area,"(37.3678, -118.3863)",2022-04-26,Bishop,4121,0.0,36.4,56.0,75.6,17.8,3.86,27.63,"(37.3678, -118.3863)"
55,2022-05-03T00:00:00,08:40,E. coli,MPN/100 mL,248.1,-88.0,1.0,37.3678,-118.3863,Fecal indicator bacteria study in Bishop area,"(37.3678, -118.3863)",2022-05-03,Bishop,4121,0.0,34.3,57.0,79.7,17.6,2.91,31.87,"(37.3678, -118.3863)"
56,2022-05-10T00:00:00,10:06,E. coli,MPN/100 mL,86.0,-88.0,1.0,37.3678,-118.3863,Fecal indicator bacteria study in Bishop area,"(37.3678, -118.3863)",2022-05-10,Bishop,4121,0.0,28.4,45.4,62.4,5.7,2.65,17.93,"(37.3678, -118.3863)"
57,2022-05-17T00:00:00,09:17,E. coli,MPN/100 mL,307.6,-88.0,1.0,37.3678,-118.3863,Fecal indicator bacteria study in Bishop area,"(37.3678, -118.3863)",2022-05-17,Bishop,4121,0.0,53.0,70.9,88.9,28.5,7.52,42.68,"(37.3678, -118.3863)"
58,2022-05-24T00:00:00,08:50,E. coli,MPN/100 mL,344.8,-88.0,1.0,37.3678,-118.3863,Fecal indicator bacteria study in Bishop area,"(37.3678, -118.3863)",2022-05-24,Bishop,4121,0.0,48.0,66.7,85.3,21.8,6.54,38.84,"(37.3678, -118.3863)"
59,2022-06-01T00:00:00,09:16,E. coli,MPN/100 mL,307.6,-88.0,1.0,37.3678,-118.3863,Fecal indicator bacteria study in Bishop area,"(37.3678, -118.3863)",2022-06-01,Bishop,4121,0.0,40.8,59.0,77.2,20.1,4.59,29.14,"(37.3678, -118.3863)"
60,2022-06-08T00:00:00,09:19,E. coli,MPN/100 mL,648.8,-88.0,1.0,37.3678,-118.3863,Fecal indicator bacteria study in Bishop area,"(37.3678, -118.3863)",2022-06-08,Bishop,4121,0.0,54.6,75.3,96.1,28.6,8.63,55.98,"(37.3678, -118.3863)"
61,2022-06-15T00:00:00,09:35,E. coli,MPN/100 mL,135.4,-88.0,1.0,37.3678,-118.3863,Fecal indicator bacteria study in Bishop area,"(37.3678, -118.3863)",2022-06-15,Bishop,4121,0.0,50.4,68.6,86.7,19.4,9.69,41.23,"(37.3678, -118.3863)"
62,2022-06-21T00:00:00,09:19,E. coli,MPN/100 mL,166.4,-88.0,1.0,37.3678,-118.3863,Fecal indicator bacteria study in Bishop area,"(37.3678, -118.3863)",2022-06-21,Bishop,4121,0.0,48.4,66.2,84.0,24.7,7.16,36.07,"(37.3678, -118.3863)"
63,2022-06-28T00:00:00,09:53,E. coli,MPN/100 mL,133.4,-88.0,1.0,37.3678,-118.3863,Fecal indicator bacteria study in Bishop area,"(37.3678, -118.3863)",2022-06-28,Bishop,4121,0.0,58.7,79.1,99.6,35.6,9.37,60.22,"(37.3678, -118.3863)"
64,2022-07-06T00:00:00,10:20,E. coli,MPN/100 mL,5115.3,-88.0,1.0,37.3678,-118.3863,Fecal indicator bacteria study in Bishop area,"(37.3678, -118.3863)",2022-07-06,Bishop,4121,0.0,54.7,73.2,91.8,40.1,6.02,44.92,"(37.3678, -118.3863)"
65,2022-07-12T00:00:00,10:04,E. coli,MPN/100 mL,135.4,-88.0,1.0,37.3678,-118.3863,Fecal indicator bacteria study in Bishop area,"(37.3678, -118.3863)",2022-07-12,Bishop,4121,0.0,60.2,80.5,100.8,29.8,11.94,62.61,"(37.3678, -118.3863)"
66,2022-07-20T00:00:00,09:31,E. coli,MPN/100 mL,307.8,-88.0,1.0,37.3678,-118.3863,Fecal indicator bacteria study in Bishop area,"(37.3678, -118.3863)",2022-07-20,Bishop,4121,0.0,64.5,81.7,98.9,47.6,8.3,54.82,"(37.3678, -118.3863)"
67,2022-08-09T00:00:00,10:47,E. coli,MPN/100 mL,172.3,-88.0,1.0,37.3678,-118.3863,Fecal indicator bacteria study in Bishop area,"(37.3678, -118.3863)",2022-08-09,Bishop,4121,0.0,66.5,79.6,92.8,52.7,7.76,41.09,"(37.3678, -118.3863)"
68,2022-08-17T00:00:00,09:38,E. coli,MPN/100 mL,2419.6,-88.0,1.0,37.3678,-118.3863,Fecal indicator bacteria study in Bishop area,"(37.3678, -118.3863)",2022-08-17,Bishop,4121,0.0,63.9,78.1,92.3,46.6,8.84,41.67,"(37.3678, -118.3863)"
69,2022-08-23T00:00:00,09:16,E. coli,MPN/100 mL,95.9,-88.0,1.0,37.3678,-118.3863,Fecal indicator bacteria study in Bishop area,"(37.3678, -118.3863)",2022-08-23,Bishop,4121,0.0,63.8,82.1,100.5,39.4,10.85,59.92,"(37.3678, -118.3863)"
70,2022-08-31T00:00:00,09:58,E. coli,MPN/100 mL,980.4,-88.0,1.0,37.3678,-118.3863,Fecal indicator bacteria study in Bishop area,"(37.3678, -118.3863)",2022-08-31,Bishop,4121,0.0,60.4,79.1,97.9,37.4,8.43,55.89,"(37.3678, -118.3863)"
71,2022-09-07T00:00:00,09:35,E. coli,MPN/100 mL,184.2,-88.0,1.0,37.3678,-118.3863,Fecal indicator bacteria study in Bishop area,"(37.3678, -118.3863)",2022-09-07,Bishop,4121,0.0,63.3,83.3,103.2,36.9,11.41,68.09,"(37.3678, -118.3863)"
72,2022-09-13T00:00:00,10:35,E. coli,MPN/100 mL,344.8,-88.0,1.0,37.3678,-118.3863,Fecal indicator bacteria study in Bishop area,"(37.3678, -118.3863)",2022-09-13,Bishop,4121,0.08,57.9,70.1,82.4,55.8,1.18,25.34,"(37.3678, -118.3863)"
73,2022-09-21T00:00:00,09:17,E. coli,MPN/100 mL,178.2,-88.0,1.0,37.3678,-118.3863,Fecal indicator bacteria study in Bishop area,"(37.3678, -118.3863)",2022-09-21,Bishop,4121,0.0,53.1,65.6,78.2,35.7,6.87,26.62,"(37.3678, -118.3863)"
74,2022-09-27T00:00:00,09:04,E. coli,MPN/100 mL,435.2,-88.0,1.0,37.3678,-118.3863,Fecal indicator bacteria study in Bishop area,"(37.3678, -118.3863)",2022-09-27,Bishop,4121,0.0,58.0,73.0,88.1,41.8,6.59,37.51,"(37.3678, -118.3863)"
75,2022-01-11T00:00:00,09:05,E. coli,MPN/100 mL,3.1,-88.0,1.0,37.3686,-118.4047,Fecal indicator bacteria study in Bishop area,"(37.3686, -118.4047)",2022-01-11,Bishop,4199,0.0,24.5,36.7,48.9,16.3,1.33,8.9,"(37.3686, -118.4047)"
76,2022-01-19T00:00:00,09:05,E. coli,MPN/100 mL,1.0,-88.0,1.0,37.3686,-118.4047,Fecal indicator bacteria study in Bishop area,"(37.3686, -118.4047)",2022-01-19,Bishop,4199,0.0,29.3,44.9,60.6,22.8,1.68,13.75,"(37.3686, -118.4047)"
77,2022-01-25T00:00:00,09:45,E. coli,MPN/100 mL,6.3,-88.0,1.0,37.3686,-118.4047,Fecal indicator bacteria study in Bishop area,"(37.3686, -118.4047)",2022-01-25,Bishop,4199,0.0,29.2,48.0,66.7,16.9,2.13,19.58,"(37.3686, -118.4047)"
78,2022-02-01T00:00:00,09:20,E. coli,MPN/100 mL,2.0,-88.0,1.0,37.3686,-118.4047,Fecal indicator bacteria study in Bishop area,"(37.3686, -118.4047)",2022-02-01,Bishop,4199,0.0,26.6,44.8,62.9,12.2,2.26,17.41,"(37.3686, -118.4047)"
79,2022-02-08T00:00:00,09:40,E. coli,MPN/100 mL,228.2,-88.0,1.0,37.3686,-118.4047,Fecal indicator bacteria study in Bishop area,"(37.3686, -118.4047)",2022-02-08,Bishop,4199,0.0,29.5,47.5,65.5,15.6,2.38,18.77,"(37.3686, -118.4047)"
80,2022-02-15T00:00:00,09:40,E. coli,MPN/100 mL,9.8,-88.0,1.0,37.3686,-118.4047,Fecal indicator bacteria study in Bishop area,"(37.3686, -118.4047)",2022-02-15,Bishop,4199,0.0,32.7,49.7,66.7,14.1,2.96,19.84,"(37.3686, -118.4047)"
81,2022-02-23T00:00:00,09:50,E. coli,MPN/100 mL,45.7,-88.0,1.0,37.3686,-118.4047,Fecal indicator bacteria study in Bishop area,"(37.3686, -118.4047)",2022-02-23,Bishop,4199,0.0,24.8,35.9,47.1,5.5,2.3,9.56,"(37.3686, -118.4047)"
82,2022-03-01T00:00:00,13:00,E. coli,MPN/100 mL,1.0,-88.0,1.0,37.3686,-118.4047,Fecal indicator bacteria study in Bishop area,"(37.3686, -118.4047)",2022-03-01,Bishop,4199,0.0,29.6,50.7,71.7,9.4,2.78,24.53,"(37.3686, -118.4047)"
83,2022-03-08T00:00:00,09:33,E. coli,MPN/100 mL,52.1,-88.0,1.0,37.3686,-118.4047,Fecal indicator bacteria study in Bishop area,"(37.3686, -118.4047)",2022-03-08,Bishop,4199,0.0,27.5,40.7,53.8,6.4,2.67,12.94,"(37.3686, -118.4047)"
84,2022-03-15T00:00:00,10:07,E. coli,MPN/100 mL,114.5,-88.0,1.0,37.3686,-118.4047,Fecal indicator bacteria study in Bishop area,"(37.3686, -118.4047)",2022-03-15,Bishop,4199,0.0,32.5,51.0,69.5,17.2,3.07,21.9,"(37.3686, -118.4047)"
85,2022-03-22T00:00:00,10:06,E. coli,MPN/100 mL,152.9,-88.0,1.0,37.3686,-118.4047,Fecal indicator bacteria study in Bishop area,"(37.3686, -118.4047)",2022-03-22,Bishop,4199,0.0,37.6,54.5,71.3,24.0,4.25,21.47,"(37.3686, -118.4047)"
86,2022-03-30T00:00:00,09:46,E. coli,MPN/100 mL,17.1,-88.0,1.0,37.3686,-118.4047,Fecal indicator bacteria study in Bishop area,"(37.3686, -118.4047)",2022-03-30,Bishop,4199,0.0,37.6,50.6,63.6,33.3,0.58,13.87,"(37.3686, -118.4047)"
87,2022-04-05T00:00:00,10:25,E. coli,MPN/100 mL,307.6,-88.0,1.0,37.3686,-118.4047,Fecal indicator bacteria study in Bishop area,"(37.3686, -118.4047)",2022-04-05,Bishop,4199,0.0,38.1,58.6,79.1,25.3,3.18,28.84,"(37.3686, -118.4047)"
88,2022-04-12T00:00:00,10:20,E. coli,MPN/100 mL,98.5,-88.0,1.0,37.3686,-118.4047,Fecal indicator bacteria study in Bishop area,"(37.3686, -118.4047)",2022-04-12,Bishop,4199,0.0,28.9,48.0,67.0,15.7,3.33,18.21,"(37.3686, -118.4047)"
89,2022-04-20T00:00:00,09:26,E. coli,MPN/100 mL,123.6,-88.0,1.0,37.3686,-118.4047,Fecal indicator bacteria study in Bishop area,"(37.3686, -118.4047)",2022-04-20,Bishop,4199,0.0,38.5,54.6,70.7,19.7,2.97,21.93,"(37.3686, -118.4047)"
90,2022-04-26T00:00:00,10:03,E. coli,MPN/100 mL,110.6,-88.0,1.0,37.3686,-118.4047,Fecal indicator bacteria study in Bishop area,"(37.3686, -118.4047)",2022-04-26,Bishop,4199,0.0,38.3,56.4,74.5,18.9,4.33,25.97,"(37.3686, -118.4047)"
